Site,Species,Treatment,Chamber,Date,Temp_u,Temp_sd,O2flux,Sensor,Depth_Start,Depth_End,pH,DO,Sal,Turb,Pres,A_Above_Bio,A_TSC,U_Leaf_Area,sd_Leaf_Area,ABR_Bio,Photoperiod_hours,rate_mg,rate,rate_hour,A_Above_Bio_m2,Cham_LA,m2_LA,A_Bio_rate_hour,LA_rate_hour,u_Light_Middle
Guinea Marsh,Zm,Dark,13,7/19/2022,28.10000909,0.191225286,-0.023740919,6,74,103,8.035,7.14,21.025,2.42,758.6,3.469,36,13.56173333,2.546790346,1.132180157,14.40027778,-5.124358711,-0.16013621,-9.608172583,108.40625,488.2224,15256.95,-0.088631168,-0.019679909,138.2744228
Guinea Marsh,Zm,Dark,13,8/5/2022,28.64938182,0.16485295,-0.012159245,11,84,103,8.13,7.055,19.88,1.855,765.9,1.348,18,13.51216667,1.402541967,0.52207591,13.93777778,-2.62451232,-0.08201601,-4.9209606,42.125,243.219,7600.59375,-0.116818056,-0.020232632,344.7169465
Guinea Marsh,Zm,Dark,13,9/19/2022,25.94643636,0.077134284,-0.008541689,12,86,108,8.3,7.865,23.325,8.805,761.65,1.87,21,7.355466667,2.481211739,0.576448829,12.28638889,-1.843680813,-0.057615025,-3.456901524,58.4375,154.4648,4827.025,-0.059155534,-0.022379866,124.5938238
Guinea Marsh,Zm,Dark,14,6/6/2022,23.535,0.217312188,-0.005694526,7,117,147,8.46,8.615,16.445,0.805,763.5,2.172,49,8.140333333,5.499395279,0.615123195,14.63,-1.229134902,-0.038410466,-2.304627942,67.875,398.8763333,12464.88542,-0.033954003,-0.005777801,187.9100355
Guinea Marsh,Zm,Dark,14,7/5/2022,27.0761,0.101950334,-0.010518488,15,81,123,7.99,7.1,20.025,1.56,763.85,1.865,19,18.0088,2.696643077,0.50872886,14.64472222,-2.270362995,-0.070948844,-4.256930616,58.28125,342.1672,10692.725,-0.073041169,-0.012441083,124.1463498
Guinea Marsh,Zm,Dark,14,8/18/2022,25.08999091,0.16299758,-0.015268742,20,102,118,8.01,6.735,22.435,2.17,761.3,1.324,32,6.5064,2.214732773,0.35415535,13.5025,-3.295681585,-0.10299005,-6.179402972,41.375,188.6856,5896.425,-0.149351129,-0.032749733,NA
Guinea Marsh,Zm,Dark,15,5/23/2022,23.63175248,0.11742252,-0.007997003,11,96,118,NA,8.5,17.385,0.875,766.05,1.836,28,18.312,1.952721178,0.890829694,14.37166667,-1.726113086,-0.053941034,-3.236462036,57.375,512.736,16023,-0.056408924,-0.006312141,48.48812047
Guinea Marsh,Zm,Dark,15,7/19/2022,28.16589091,0.203187189,-0.010361918,12,73,102,8.035,7.14,21.025,2.42,758.6,2.628,42,12.2208,3.508089085,0.861921942,14.40027778,-2.236568108,-0.069892753,-4.193565202,82.125,513.2736,16039.8,-0.051063199,-0.008170234,138.2744228
Guinea Marsh,Zm,Dark,15,9/5/2022,27.65898182,0.10914194,-0.00628465,5,81,105,8.19,6.97,21.665,4.2,763.45,1.1,27,7.5,2.510169602,0.900253593,12.83333333,-1.356510273,-0.042390946,-2.543456761,34.375,172.5,5390.625,-0.073991469,-0.014744677,201.5242263
Guinea Marsh,Zm,Dark,15,9/19/2022,25.60623944,0.116598268,-0.010303723,18,84,101,8.3,7.865,23.325,8.805,761.65,0.789,11,6.378533333,1.880444851,0.766019417,12.28638889,-2.224007005,-0.069500219,-4.170013135,24.65625,70.16386667,2192.620833,-0.169126008,-0.059432488,124.5938238
Guinea Marsh,Zm,Dark,17,6/6/2022,23.53872727,0.2089746,-0.01209435,2,117,147,8.46,8.615,16.445,0.805,763.5,2.152,29,14.35533333,3.763947674,0.805087916,14.63,-2.610504946,-0.08157828,-4.894696774,67.25,416.3046667,13009.52083,-0.072783595,-0.011757487,187.9100355
Guinea Marsh,Zm,Dark,17,6/20/2022,22.49082727,0.177899356,-0.007247735,6,91,125,8.005,8.08,18.975,0.945,767.1,3.416,31,21.66813333,4.756740028,1.083069119,14.72972222,-1.564387265,-0.048887102,-2.933226121,106.75,671.7121333,20991.00417,-0.027477528,-0.00436679,175.8185702
Guinea Marsh,Zm,Dark,18,5/23/2022,23.53140909,0.052334369,-0.019673111,20,96,126,NA,8.5,17.385,0.875,766.05,3.459,50,23.712,2.792224919,2.281271596,14.37166667,-4.246342663,-0.132698208,-7.961892493,108.09375,426.816,13338,-0.073657288,-0.018654157,48.48812047
Guinea Marsh,Zm,Dark,19,8/5/2022,28.86580909,0.251461763,-0.015646193,18,62,111,8.13,7.055,19.88,1.855,765.9,2.247,29,9.190133333,2.345983737,1.507042254,13.93777778,-3.377152564,-0.105536018,-6.332161057,70.21875,266.5138667,8328.558333,-0.090177639,-0.023759218,344.7169465
Guinea Marsh,Zm,Dark,19,8/18/2022,25.03583636,0.140255633,-0.006214767,9,101,119,8.01,6.735,22.435,2.17,761.3,2.354,70,6.179733333,1.418331186,0.620462989,13.5025,-1.341426385,-0.041919575,-2.515174472,73.5625,296.6272,9269.6,-0.034190987,-0.008479244,NA
Guinea Marsh,Zm,Dark,19,9/5/2022,27.74475455,0.09926151,-0.004317711,19,84,115,8.19,6.97,21.665,4.2,763.45,1.256,17,8.547333333,1.928464625,4.13E-05,12.83333333,-0.931956275,-0.029123634,-1.747418015,39.25,145.3046667,4540.770833,-0.044520204,-0.012025891,201.5242263
Guinea Marsh,Zm,Dark,19,9/19/2022,25.88435065,0.138913052,-0.00045328,3,74,94,8.3,7.865,23.325,8.805,761.65,0.711,11,8.037866667,2.813599369,0.261589404,12.28638889,-0.097838178,-0.003057443,-0.183446584,22.21875,88.41653333,2763.016667,-0.008256386,-0.0020748,124.5938238
Guinea Marsh,Zm,Dark,20,6/6/2022,23.41243636,0.202530438,-0.003342879,10,117,147,8.46,8.615,16.445,0.805,763.5,3.619,36,9.924,2.651653931,1.457511075,14.63,-0.721543766,-0.022548243,-1.352894561,113.09375,357.264,11164.5,-0.011962594,-0.00378682,187.9100355
Guinea Marsh,Zm,Dark,20,7/5/2022,26.80267692,0.09126851,-0.022178121,2,90,126,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,-4.787036626,-0.149594895,-8.975693675,NA,NA,NA,-8.975693675,-8.975693675,124.1463498
Guinea Marsh,Zm,Light,1,5/23/2022,23.79539175,0.084365099,0.028542936,7,101,111,NA,8.5,17.385,0.875,766.05,1.752,49,15.192,2.653397822,1.024983563,14.37166667,6.160850069,0.192526565,11.55159388,54.75,379.8,11868.75,0.210988016,0.030414939,48.48812047
Guinea Marsh,Zm,Light,1,6/6/2022,23.76692727,0.26421595,0.030363504,19,117,147,8.46,8.615,16.445,0.805,763.5,1.887,20,17.82533333,4.444710929,0.829086116,14.63,6.553810528,0.204806579,12.28839474,58.96875,356.5066667,11140.83333,0.208388252,0.034468906,187.9100355
Guinea Marsh,Zm,Light,1,7/5/2022,27.21237273,0.108023261,0.048366768,12,81,123,7.99,7.1,20.025,1.56,763.85,2.761,26,16.1344,4.765910688,0.878739656,14.64472222,10.439725,0.326241406,19.57448438,86.28125,419.4944,13109.2,0.226868345,0.046662087,124.1463498
Guinea Marsh,Zm,Light,1,9/19/2022,25.76346479,0.117231984,0.035545113,17,84,101,8.3,7.865,23.325,8.805,761.65,1.022,12,7.106666667,1.275673641,0.759851301,12.28638889,7.672234961,0.239757343,14.38544055,31.9375,85.28,2665,0.450424753,0.168684809,124.5938238
Guinea Marsh,Zm,Light,10,6/20/2022,22.88380909,0.136383532,0.036678794,3,79,129,8.005,8.08,18.975,0.945,767.1,2.582,52,16.14146667,3.376451346,1.304730473,14.72972222,7.916934337,0.247404198,14.84425188,80.6875,355.1122667,11097.25833,0.183972138,0.041801575,175.8185702
Guinea Marsh,Zm,Light,10,7/5/2022,27.0248,0.1490553,0.041378892,3,90,126,7.99,7.1,20.025,1.56,763.85,2.588,30,15.226,4.98955217,1.130131004,14.64472222,8.931426992,0.279107094,16.74642561,80.875,456.78,14274.375,0.207065541,0.036661906,124.1463498
Guinea Marsh,Zm,Light,10,8/18/2022,25.29032727,0.123056123,0.031669494,14,101,119,8.01,6.735,22.435,2.17,761.3,1.305,19,6.8772,2.474488438,0.713894967,13.5025,6.835701943,0.213615686,12.81694114,40.78125,130.6668,4083.3375,0.314285147,0.098088735,NA
Guinea Marsh,Zm,Light,24,9/19/2022,26.04957273,0.06956885,0.022851844,14,86,108,8.3,7.865,23.325,8.805,761.65,0.964,19,6.642,2.185774136,0.633377135,12.28638889,4.932456313,0.15413926,9.248355587,30.125,126.198,3943.6875,0.306999356,0.073284486,124.5938238
Guinea Marsh,Zm,Light,3,5/23/2022,23.83167273,0.128353519,0.017452806,17,96,126,NA,8.5,17.385,0.875,766.05,2.582,62,12.288,7.978260462,2.09199632,14.37166667,3.767100894,0.117721903,7.063314176,80.6875,159.744,4992,0.087539138,0.04421646,48.48812047
Guinea Marsh,Zm,Light,3,6/20/2022,22.90634545,0.14203601,0.057270577,15,75,129,8.005,8.08,18.975,0.945,767.1,2.483,30,16.11946667,4.670646053,0.942672741,14.72972222,12.36156777,0.386298993,23.17793957,77.59375,483.584,15112,0.298708847,0.047929501,175.8185702
Guinea Marsh,Zm,Light,3,7/5/2022,27.21181818,0.123378598,0.044037669,16,84,122,7.99,7.1,20.025,1.56,763.85,2.177,28,7.585,6.582769017,1.148206751,14.64472222,9.505310748,0.297040961,17.82245765,68.03125,212.38,6636.875,0.261974573,0.083917778,124.1463498
Guinea Marsh,Zm,Light,3,7/19/2022,28.19916364,0.205728624,0.060021193,1,84,100,8.035,7.14,21.025,2.42,758.6,1.174,24,19.89093333,2.904083122,1.696531792,14.40027778,12.95527448,0.404852327,24.29113964,36.6875,477.3824,14918.2,0.662109428,0.050884028,138.2744228
Guinea Marsh,Zm,Light,3,9/5/2022,27.8915,0.111883192,0.037319531,7,84,115,8.19,6.97,21.665,4.2,763.45,1.503,23,9.116266667,1.778440547,0.449152542,12.83333333,8.055234244,0.25172607,15.10356421,46.96875,182.3253333,5697.666667,0.321566237,0.082838539,201.5242263
Guinea Marsh,Zm,Light,4,8/5/2022,29.06025455,0.268114053,0.052017979,20,62,111,8.13,7.055,19.88,1.855,765.9,2.833,27,11.69826667,1.925520021,2.044011544,13.93777778,11.22782073,0.350869398,21.05216388,88.53125,315.8532,9870.4125,0.237793591,0.066651735,344.7169465
Guinea Marsh,Zm,Light,5,6/6/2022,24.0172,0.276465928,0.027113879,6,117,147,8.46,8.615,16.445,0.805,763.5,2.906,31,12.98173333,2.52611377,1.672036824,14.63,5.852395168,0.182887349,10.97324094,90.8125,402.4337333,12576.05417,0.120834036,0.0272672,187.9100355
Guinea Marsh,Zm,Light,5,8/18/2022,25.38663636,0.108874874,0.026383768,15,102,118,8.01,6.735,22.435,2.17,761.3,1.122,43,8.663066667,2.407664413,0.468503937,13.5025,5.694804413,0.177962638,10.67775827,35.0625,259.892,8121.625,0.304534995,0.041085367,NA
Guinea Marsh,Zm,Light,5,9/5/2022,27.81437273,0.106147021,0.04159526,1,81,105,8.19,6.97,21.665,4.2,763.45,1.948,32,8.4972,2.197602564,0.768745067,12.83333333,8.978128988,0.280566531,16.83399185,60.875,271.9104,8497.2,0.276533747,0.06191007,201.5242263
Guinea Marsh,Zm,Light,5,9/19/2022,26.06486207,0.132820404,0.031833367,8,74,94,8.3,7.865,23.325,8.805,761.65,1.133,25,8.125466667,1.598228388,0.365299898,12.28638889,6.871073082,0.214721034,12.88326203,35.40625,146.2584,4570.575,0.363869713,0.088085621,124.5938238
Guinea Marsh,Zm,Light,6,7/19/2022,28.44594545,0.221021433,0.040577391,18,73,102,8.035,7.14,21.025,2.42,758.6,2.014,23,13.96986667,3.232144398,1.017171717,14.40027778,8.758427055,0.273700845,16.42205073,62.9375,321.3069333,10040.84167,0.260926327,0.051110166,138.2744228
Guinea Marsh,Zm,Light,7,6/6/2022,24.15959091,0.226332114,0.022266826,15,117,147,8.46,8.615,16.445,0.805,763.5,1.699,35,12.75853333,2.55709729,0.835299902,14.63,4.806183034,0.15019322,9.01159319,53.09375,446.5486667,13954.64583,0.169729831,0.02018054,187.9100355
Guinea Marsh,Zm,Light,7,6/20/2022,22.81895455,0.205394692,0.058742223,8,91,125,8.005,8.08,18.975,0.945,767.1,3.748,26,25.486,6.226222794,1.18984127,14.72972222,12.67921509,0.396225472,23.7735283,117.125,662.636,20707.375,0.202975695,0.035877206,175.8185702
Guinea Marsh,Zm,Light,7,8/5/2022,28.79720909,0.22895543,0.034359247,10,84,103,8.13,7.055,19.88,1.855,765.9,2.666,43,1.64,0.324628139,1.290650407,13.93777778,7.416271709,0.231758491,13.90550945,83.3125,44.28,1383.75,0.16690784,0.314035896,344.7169465
Guinea Marsh,Zm,Light,7,9/5/2022,27.92976364,0.137006055,0.039191069,17,83,124,8.19,6.97,21.665,4.2,763.45,1.722,16,13.432,2.324610198,1.248730964,12.83333333,8.459196182,0.264349881,15.86099284,53.8125,214.912,6716,0.294745512,0.073802267,201.5242263
Guinea Marsh,Zm,Light,8,7/19/2022,28.39534545,0.243419653,0.066751133,9,74,103,8.035,7.14,21.025,2.42,758.6,4.117,43,15.79293333,2.341079466,1.114811806,14.40027778,14.40789836,0.450246824,27.01480943,128.65625,679.0961333,21221.75417,0.209976658,0.039780538,138.2744228
Guinea Marsh,Zm,Light,9,5/23/2022,23.92229126,0.084277044,0.02337377,3,96,118,NA,8.5,17.385,0.875,766.05,2.77,31,21.636,3.672421544,2.187993681,14.37166667,5.045111359,0.15765973,9.459583799,86.5625,670.716,20959.875,0.10928039,0.01410371,48.48812047
Guinea Marsh,Zm,Light,9,6/6/2022,23.90524545,0.224933963,0.022113642,1,117,147,8.46,8.615,16.445,0.805,763.5,2.395,43,7.417333333,2.173842768,0.611593463,14.63,4.773118995,0.149159969,8.949598116,74.84375,318.9453333,9967.041667,0.119577094,0.028059975,187.9100355
Guinea Marsh,Zm,Light,9,8/5/2022,29.02154545,0.282428415,0.052258513,2,59,94,8.13,7.055,19.88,1.855,765.9,2.053,24,15.11826667,3.8869709,1.856238698,13.93777778,11.27973875,0.352491836,21.14951016,64.15625,362.8384,11338.7,0.329656271,0.058289062,344.7169465
Guinea Marsh,Zm,Light,9,8/18/2022,25.29216364,0.122403718,0.037588373,3,106,121,8.01,6.735,22.435,2.17,761.3,1.729,28,6.220933333,1.604937358,1.054911531,13.5025,8.113262409,0.25353945,15.21236702,54.03125,174.1861333,5443.316667,0.281547568,0.087333973,NA
Hungars Shoal,Rm,Dark,11,6/24/2022,26.68077273,0.363426826,-0.001644867,15,64,79,8.335,11.915,21.625,3.65,763.05,0.333,65,1.055333333,0.295057057,1.152249135,14.72666667,-0.35503628,-0.011094884,-0.665693025,10.40625,68.59666667,2143.645833,-0.063970501,-0.009704452,264.346646
Hungars Shoal,Rm,Dark,16,6/24/2022,26.54244545,0.448947016,-0.005943709,4,56,65,8.335,11.915,21.625,3.65,763.05,0.617,75,1.0216,0.11827619,0.883954155,14.72666667,-1.282919854,-0.040091245,-2.405474726,19.28125,76.62,2394.375,-0.124757198,-0.031394867,264.346646
Hungars Shoal,Rm,Dark,20,6/24/2022,26.28395455,0.206674294,-0.001369185,2,78,97,8.335,11.915,21.625,3.65,763.05,0.663,21,1.137466667,0.23086603,0.484460695,14.72666667,-0.29553173,-0.009235367,-0.554121993,20.71875,17.062,533.1875,-0.026744953,-0.032476966,264.346646
Hungars Shoal,Rm,Light,1,6/24/2022,26.92450909,0.264859552,0.013776579,18,78,97,8.335,11.915,21.625,3.65,763.05,1.422,87,1.335466667,0.345154596,1.783645656,14.72666667,2.973605789,0.092925181,5.575510854,44.4375,116.1856,3630.8,0.125468599,0.047987968,264.346646
Hungars Shoal,Rm,Light,6,6/24/2022,27.28092727,0.428697124,0.00665554,10,64,79,8.335,11.915,21.625,3.65,763.05,0.391,14,0.999333333,0.281319002,0.650627615,14.72666667,1.436565053,0.044892658,2.693559474,12.21875,13.99066667,437.2083333,0.220444765,0.192525456,264.346646
Hungars Shoal,Rm,Light,7,6/24/2022,26.95494545,0.478735027,0.005017723,12,56,65,8.335,11.915,21.625,3.65,763.05,0.642,71,1.327066667,0.15305063,0.913229018,14.72666667,1.083050452,0.033845327,2.030719597,20.0625,94.22173333,2944.429167,0.101219668,0.02155256,264.346646
Hungars Shoal,Sediment,Dark,14,6/24/2022,26.63139091,0.293478477,-0.001666246,6,72,101,8.335,11.915,21.625,3.65,763.05,0,0,0,NA,NA,14.72666667,-0.35965086,-0.011239089,-0.674345362,NA,NA,NA,-0.674345362,-0.674345362,264.346646
Hungars Shoal,Sediment,Dark,15,6/24/2022,26.02287273,0.296521457,-0.001119274,1,78,108,8.335,11.915,21.625,3.65,763.05,0,0,0,NA,NA,14.72666667,-0.241589653,-0.007549677,-0.4529806,NA,NA,NA,-0.4529806,-0.4529806,264.346646
Hungars Shoal,Sediment,Dark,19,6/24/2022,26.62825455,0.468297393,-0.004300473,9,56,65,8.335,11.915,21.625,3.65,763.05,0,0,0,NA,NA,14.72666667,-0.928235693,-0.029007365,-1.740441925,NA,NA,NA,-1.740441925,-1.740441925,264.346646
Hungars Shoal,Sediment,Light,21,6/24/2022,27.26001818,0.270742675,0.00483396,8,72,101,8.335,11.915,21.625,3.65,763.05,0,0,0,NA,NA,14.72666667,1.043385995,0.032605812,1.95634874,NA,NA,NA,1.95634874,1.95634874,264.346646
Hungars Shoal,Sediment,Light,3,6/24/2022,26.47381818,0.343264607,0.003301642,14,78,108,8.335,11.915,21.625,3.65,763.05,0,0,0,NA,NA,14.72666667,0.712642988,0.022270093,1.336205603,NA,NA,NA,1.336205603,1.336205603,264.346646
Hungars Shoal,Sediment,Light,5,6/24/2022,27.07451818,0.501397711,-0.000663058,17,56,65,8.335,11.915,21.625,3.65,763.05,0,0,0,NA,NA,14.72666667,-0.143117651,-0.004472427,-0.268345595,NA,NA,NA,-0.268345595,-0.268345595,264.346646
Hungars Shoal,Zm,Dark,13,6/24/2022,26.53553636,0.446037491,-0.002448926,5,56,65,8.335,11.915,21.625,3.65,763.05,0.347,17,8.456666667,1.245583894,0.366906475,14.72666667,-0.528588477,-0.01651839,-0.991103394,10.84375,84.56666667,2642.708333,-0.091398584,-0.011719788,264.346646
Hungars Shoal,Zm,Dark,17,6/24/2022,26.38108182,0.290740754,-0.019982241,11,78,97,8.335,11.915,21.625,3.65,763.05,3.451,18,27.10853333,9.659037795,0.554466581,14.72666667,-4.313066894,-0.13478334,-8.087000426,107.84375,487.9536,15248.55,-0.074988123,-0.016573298,264.346646
Hungars Shoal,Zm,Dark,18,6/24/2022,26.58695455,0.304843271,-0.004022081,19,64,79,8.335,11.915,21.625,3.65,763.05,3.227,75,17.48213333,2.589666881,1.941025641,14.72666667,-0.868146071,-0.027129565,-1.627773884,100.84375,384.6069333,12018.96667,-0.016141545,-0.004232305,264.346646
Hungars Shoal,Zm,Light,10,6/24/2022,27.03042727,0.305706235,0.031376611,3,78,97,8.335,11.915,21.625,3.65,763.05,1.224,25,19.8412,13.76102134,0.378361669,14.72666667,6.772484569,0.211640143,12.69840857,38.25,496.03,15500.9375,0.331984538,0.025600082,264.346646
Hungars Shoal,Zm,Light,4,6/24/2022,27.18830909,0.508354834,0.009155123,13,56,65,8.335,11.915,21.625,3.65,763.05,0.75,27,10.40813333,4.03096291,2.16025641,14.72666667,1.976087541,0.061752736,3.70516414,23.4375,41.63253333,1301.016667,0.158087003,0.088996846,264.346646
Hungars Shoal,Zm,Light,8,6/24/2022,27.27604545,0.444727221,0.02993802,16,64,79,8.335,11.915,21.625,3.65,763.05,2.996,54,24.19013333,4.408026864,0.617292871,14.72666667,6.461971878,0.201936621,12.11619727,93.625,507.9928,15874.775,0.129411987,0.02385112,264.346646
Pepper Creek,Rm,Dark,14,6/10/2022,25.12389091,0.216258482,-0.002442022,10,87,117,8.03,7.285,18.89,4.595,759.8,0.247,39,1.242133333,0.170261088,0.709770115,14.67611111,-0.527098307,-0.016471822,-0.988309325,7.71875,48.4432,1513.85,-0.128040075,-0.020401405,210.4414608
Pepper Creek,Rm,Dark,16,6/10/2022,25.03126364,0.181496464,-0.001095053,6,82,115,8.03,7.285,18.89,4.595,759.8,0.538,27,1.350266667,0.141077216,0.392344498,14.67611111,-0.236361704,-0.007386303,-0.443178195,16.8125,36.4572,1139.2875,-0.026360041,-0.012156123,210.4414608
Pepper Creek,Rm,Dark,17,6/10/2022,25.11700909,0.059227364,-0.002430445,2,97,118,8.03,7.285,18.89,4.595,759.8,0.231,69,0.9836,0.285826321,0.868421053,14.67611111,-0.524599504,-0.016393735,-0.983624071,7.21875,67.8684,2120.8875,-0.136259612,-0.014493108,210.4414608
Pepper Creek,Rm,Light,1,6/10/2022,25.53260909,0.061933983,0.005153884,19,97,118,8.03,7.285,18.89,4.595,759.8,0.545,14,0.887733333,0.267395765,0.558282209,14.67611111,1.11243999,0.03476375,2.085824982,17.03125,12.42826667,388.3833333,0.122470458,0.167829114,210.4414608
Pepper Creek,Rm,Light,6,6/10/2022,25.5853,0.178575174,0.016212875,8,82,115,8.03,7.285,18.89,4.595,759.8,0.991,152,1.3084,0.486545373,1.119774011,14.67611111,3.499467909,0.109358372,6.561502329,30.96875,198.8768,6214.9,0.211874949,0.032992799,210.4414608
Pepper Creek,Rm,Light,9,6/10/2022,25.63795455,0.254891104,0.014935153,16,87,117,8.03,7.285,18.89,4.595,759.8,0.16,31,1.344533333,0.369545255,0.77294686,14.67611111,3.223678162,0.100739943,6.044396553,5,41.68053333,1302.516667,1.208879311,0.145017256,210.4414608
Pepper Creek,Sediment,Dark,11,6/10/2022,25.15043636,0.06811627,-0.003488242,5,97,118,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,-0.752919516,-0.023528735,-1.411724093,NA,NA,NA,-1.411724093,-1.411724093,210.4414608
Pepper Creek,Sediment,Dark,13,6/10/2022,25.15895455,0.213591713,-0.00202357,9,87,117,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,-0.436777466,-0.013649296,-0.818957749,NA,NA,NA,-0.818957749,-0.818957749,210.4414608
Pepper Creek,Sediment,Dark,20,6/10/2022,25.00431818,0.15570131,-0.001301269,4,82,115,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,-0.280872479,-0.008777265,-0.526635898,NA,NA,NA,-0.526635898,-0.526635898,210.4414608
Pepper Creek,Sediment,Light,21,6/10/2022,25.7582,0.199131131,0.013820488,18,87,117,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,2.983083237,0.093221351,5.59328107,NA,NA,NA,5.59328107,5.59328107,210.4414608
Pepper Creek,Sediment,Light,3,6/10/2022,25.65581818,0.109197757,0.002447286,17,97,118,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,0.528234466,0.016507327,0.990439624,NA,NA,NA,0.990439624,0.990439624,210.4414608
Pepper Creek,Sediment,Light,7,6/10/2022,25.57344545,0.102901715,0.01074623,13,82,115,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,2.319520074,0.072485002,4.349100139,NA,NA,NA,4.349100139,4.349100139,210.4414608
Pepper Creek,Zm,Dark,12,6/10/2022,25.14127273,0.209852063,-0.002470868,20,87,117,8.03,7.285,18.89,4.595,759.8,1.713,23,9.549333333,3.293706871,0.895920502,14.67611111,-0.533324409,-0.016666388,-0.999983266,53.53125,219.6346667,6863.583333,-0.018680365,-0.004552939,210.4414608
Pepper Creek,Zm,Dark,18,6/10/2022,25.00511818,0.146106392,-0.014639042,14,82,115,8.03,7.285,18.89,4.595,759.8,2.753,43,11.80341176,3.838629297,0.790637565,14.67611111,-3.159764021,-0.098742626,-5.92455754,86.03125,507.5467059,15860.83456,-0.06886518,-0.011672931,210.4414608
Pepper Creek,Zm,Dark,19,6/10/2022,25.07813636,0.109438976,-0.033544798,15,97,118,8.03,7.285,18.89,4.595,759.8,0,0,0,NA,NA,14.67611111,-7.240477001,-0.226264906,-13.57589438,NA,NA,NA,-13.57589438,-13.57589438,210.4414608
Pepper Creek,Zm,Light,10,6/10/2022,25.54987273,0.100829687,0.026420951,12,97,118,8.03,7.285,18.89,4.595,759.8,1.854,26,15.18293333,4.143437901,1.305633803,14.67611111,5.70283027,0.178213446,10.69280676,57.9375,394.7562667,12336.13333,0.184557614,0.027087111,210.4414608
Pepper Creek,Zm,Light,4,6/10/2022,25.39665455,0.166474366,0.034303306,3,82,115,8.03,7.285,18.89,4.595,759.8,2.954,29,13.43706667,3.558945018,1.040507221,14.67611111,7.404197065,0.231381158,13.8828695,92.3125,389.6749333,12177.34167,0.15038992,0.035626796,210.4414608
Pepper Creek,Zm,Light,5,6/10/2022,25.67971818,0.205579339,0.036191158,1,87,117,8.03,7.285,18.89,4.595,759.8,2.801,31,15.0784,2.490412381,0.909710945,14.67611111,7.81168053,0.244115017,14.64690099,87.53125,467.4304,14607.2,0.167333392,0.031334935,210.4414608
Poquoson,Rm,Dark,14,6/21/2022,25.27008182,0.055603302,-0.005588982,19,92,129,8.38,11.235,19.36,1.24,765.7,0.41,61,0.9144,0.150192638,0.571030641,14.73027778,-1.206353884,-0.037698559,-2.261913532,12.8125,55.7784,1743.075,-0.176539593,-0.040551782,104.5223183
Poquoson,Rm,Dark,17,6/21/2022,25.31649091,0.110990598,-0.005069775,3,81,111,8.38,11.235,19.36,1.24,765.7,0.552,69,1.264133333,0.227891536,0.823880597,14.73027778,-1.094285495,-0.034196422,-2.051785303,17.25,87.2252,2725.7875,-0.118944076,-0.02352285,104.5223183
Poquoson,Rm,Dark,20,6/21/2022,25.2034,0.14994361,0,15,83,118,8.38,11.235,19.36,1.24,765.7,0.471,88,1.1952,0.310002581,0.574390244,14.73027778,0,0,0,14.71875,105.1776,3286.8,0,0,104.5223183
Poquoson,Rm,Light,1,6/21/2022,25.56809091,0.07614105,0.007874798,5,92,129,8.38,11.235,19.36,1.24,765.7,0.316,56,1.187466667,0.304980999,0.734883721,14.73027778,1.699735775,0.053116743,3.187004578,9.875,66.49813333,2078.066667,0.322734641,0.047926226,104.5223183
Poquoson,Rm,Light,10,6/21/2022,25.63732727,0.125866473,0.010766114,8,81,111,8.38,11.235,19.36,1.24,765.7,0.855,72,1.177333333,0.144917053,0.954241071,14.73027778,2.32381191,0.072619122,4.357147332,26.71875,84.768,2649,0.16307452,0.051400851,104.5223183
Poquoson,Rm,Light,4,6/21/2022,25.59096364,0.09781746,0.013112904,18,83,118,8.38,11.235,19.36,1.24,765.7,0.5506,85,0.998666667,0.244732702,0.524380952,14.73027778,2.830354786,0.088448587,5.306915223,17.20625,84.88666667,2652.708333,0.308429508,0.062517654,104.5223183
Poquoson,Sediment,Dark,11,6/21/2022,25.26903636,0.050265703,-0.00087049,2,92,129,8.38,11.235,19.36,1.24,765.7,0,0,0,NA,NA,14.73027778,-0.187890884,-0.00587159,-0.352295407,NA,NA,NA,-0.352295407,-0.352295407,104.5223183
Poquoson,Sediment,Dark,13,6/21/2022,25.31929091,0.087331,-0.004666058,11,81,111,8.38,11.235,19.36,1.24,765.7,0,0,0,NA,NA,14.73027778,-1.007145279,-0.03147329,-1.888397398,NA,NA,NA,-1.888397398,-1.888397398,104.5223183
Poquoson,Sediment,Dark,19,6/21/2022,25.20815455,0.170931189,-0.002172875,20,83,118,8.38,11.235,19.36,1.24,765.7,0,0,0,NA,NA,14.73027778,-0.469004278,-0.014656384,-0.879383022,NA,NA,NA,-0.879383022,-0.879383022,104.5223183
Poquoson,Sediment,Light,6,6/21/2022,25.70202727,0.146607412,0.004711872,10,81,111,8.38,11.235,19.36,1.24,765.7,0,0,0,NA,NA,14.73027778,1.017033906,0.03178231,1.906938574,NA,NA,NA,1.906938574,1.906938574,104.5223183
